id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MzQwMzQ4Mw==,60,Prepare to use OkHttp to back HttpURLConnection in AOSP,798d82dbec7fbcf45ffa8b8b674ce4bd7bd2bd7c,77,
MDExOlB1bGxSZXF1ZXN0MzQ2MTgzMQ==,61,Move system-wide statics to the OkHttpClient class.,23f72ec1d7611034317ee7efb8a709c6fb4a24df,10,
MDExOlB1bGxSZXF1ZXN0MzQ2NTQ1Mw==,62,Clean up commented out URLConnection tests.,58aa6bd231842204bd85cae569b034017a276f3b,2,
MDExOlB1bGxSZXF1ZXN0MzQ2OTM0NQ==,63,Move the SSL socket factory and hostname verifier to the client.,368dd590a17a3eef8b6c7cced39cf913a42fea1f,2,
MDExOlB1bGxSZXF1ZXN0MzQ2OTQ1NQ==,64,Restore tests for response caching + TLS.,a379fffa518e9ceb20e9e0d6dfe01f5f3de5c06f,4,
MDExOlB1bGxSZXF1ZXN0MzQ3MDAxOA==,65,Prepare to promote HttpConnection + Pool to public API.,fac7594e45221d4c2a5185ba07cc68a5ecbbf761,7,
MDExOlB1bGxSZXF1ZXN0MzQ3MjQ1Mw==,66,"Promote Connection, ConnectionPool and Address APIs.",c8c231309a1af3e176b91e721f75a37bafeddbde,16,
MDExOlB1bGxSZXF1ZXN0MzQ4NDY0NA==,67,Clean up utility code for submission to AOSP.,381b3c7bcbb1d903a5941eaf40b5ac43f984648c,25,
MDExOlB1bGxSZXF1ZXN0MzUwNjg2MQ==,69,Unsuppress tests and upgrade to JUnit 4.,de5b3ac703cf4040d966508e0fb06411d2f1ccc9,18,
MDExOlB1bGxSZXF1ZXN0MzUwNzIwMw==,70,Fix synchronization todos in SpdyStream.,0028e0e75fd6f0474f0f4f3355e11d46e082955e,4,
MDExOlB1bGxSZXF1ZXN0MzUwODEzMg==,71,Improve SPDY error handling and concurrency.,2d698fe1c398c395259663e7a940cae549fdbeb3,5,
MDExOlB1bGxSZXF1ZXN0MzUxMTE4Mg==,72,"Implement GOAWAY, for clean shutdowns of SPDY connections.",5956645d686b958395f293e0ef507830ced67ac1,9,
MDExOlB1bGxSZXF1ZXN0MzUxNTQxMA==,73,Discard streams once they're no longer open.,72c5a9a57c2e81f35bd438ecdcced6b8ce40d82b,3,
MDExOlB1bGxSZXF1ZXN0MzUxNTU1MQ==,74,Implement SpdyConnection.close().,6f9ccd42f895f8d625667090891782c856227a29,6,
MDExOlB1bGxSZXF1ZXN0MzUxNTc5Mg==,75,Make timeouts work for SPDY.,434e2c7f5249e8573a1a9f9895a030df1083da2c,5,
MDExOlB1bGxSZXF1ZXN0MzUxNjU5OA==,76,Use TLS + NPN in SpdyServer.,d36d50d64a0b6b5ec7c41a09d19dcf804cb618c9,1,
MDExOlB1bGxSZXF1ZXN0MzUxNzc2Ng==,77,Support the HEADERS frame.,ef7586475f3da036beb18c3a1dc21038660a8a0e,6,
MDExOlB1bGxSZXF1ZXN0MzUxNzg0OA==,78,Flatten internal packages and utility classes.,acd4cd65da4c985e092f35b9c3776af511adb12b,49,
MDExOlB1bGxSZXF1ZXN0MzUzODQyNA==,79,Turn  makeTlsTolerant into two methods.,4ce7919cd298617a76ddde8f3725e42f2b15f230,3,
