id,number,title,mergeCommit,changedFiles,changedPackages
MDExOlB1bGxSZXF1ZXN0MTM0OTMwMzIw,1396,fix issue #1392,2720379e0f72e23659e82f262463c79dd4b0fc78,8,2.0
MDExOlB1bGxSZXF1ZXN0MTM1NDc5Mjc4,1404,add testcase for #1400 & fixed spring-security-web dependency missing,f367afd98e2de121746aae841a53768995271185,2,1.0
MDExOlB1bGxSZXF1ZXN0MTM1NDg5NDc5,1406,add testcase for #1405,48dc50007b517dbb0d371edcdcfd8d3b2aa9a77b,1,1.0
MDExOlB1bGxSZXF1ZXN0MTM1NzU2NDU0,1409,Update README.md,a1cd3ad11f450cf763bd74d969a9a4940958c6e2,1,0.0
MDExOlB1bGxSZXF1ZXN0MTM2NzQyMTc0,1427,支持嵌套注解,29ed34b93628d0c300113e844bb171541faa5574,7,4.0
MDExOlB1bGxSZXF1ZXN0MTM2OTc4MTU4,1432,A bug for TypeReference,1b3e30325f65a98f5ddb814ceb7e8a3880be5b36,3,3.0
MDExOlB1bGxSZXF1ZXN0MTQwMjY2OTY1,1464,修复两次序列化后反序列化报NPE(issue 1463),1494af29faf7fcc7cf2fe622b2e6fc38d59d5175,3,3.0
MDExOlB1bGxSZXF1ZXN0MTQyMzAwMzg3,1490,Update README.md,8cdb38082a67cc2629ae7965e71ec25dbffa7233,1,0.0
MDExOlB1bGxSZXF1ZXN0MTQyMzMxMTIz,1491,解决JSONPObject function为null   null(...),0fa15df96215fb1c8f9bba85d65537dd1bf493d8,4,4.0
MDExOlB1bGxSZXF1ZXN0MTQzNjA0NTA5,1501,修复在FastJsonHttpMessageConverter 中使用了spring4.x版本新增的TypeResolvable 导致sp…,6b9bc444c381606ea9ed8392fbb80e1b7f079714,1,1.0
MDExOlB1bGxSZXF1ZXN0MTQ0MjU3MzIy,1506,fix #1500,a3860da0175c025f8d6bb879349a5a911061bdde,2,2.0
MDExOlB1bGxSZXF1ZXN0MTQ0NjUzMDgz,1507,fix #1493,10766c9799dae3d01bb09ed09d9bea23d4680816,3,3.0
MDExOlB1bGxSZXF1ZXN0MTQ0NzEzOTE3,1508,complete test case for #1480,ecc60cb256a0922c9f54ce7f4313a16a564dd4e4,2,1.0
MDExOlB1bGxSZXF1ZXN0MTQ0ODgwODM3,1511,add test code for #1510,0229c634dae6c862b5eb3a64e167762837c84b83,3,3.0
MDExOlB1bGxSZXF1ZXN0MTQ1Mjc3NjY3,1513,修复处理范型的问题。若第一次范型数组类型，第二次空值期望null却返回第一次缓存的数组类型。,b2310ee76d16f3539fc6edb0eb7225b75cddb222,3,2.0
MDExOlB1bGxSZXF1ZXN0MTQ1Mjk1MTk0,1514, remove DEFFAULT_LOCAL_DATE_TIME_FORMAT and modify testcase,b77dd28061251b7c0d8b99f3251a479591329a35,5,5.0
